行政區,地址,樓層,型態,主要用途,房間,客廳,衛浴,有無傢俱,租金,車位類別,備註,出租型態,有無管理員,有無電梯,附屬設備
北區,臺中市北區進化北路３１７號等公共設施  B３-６６,,其他,,0,0,0,無,2800,坡道機械,其他車位清潔費；,,,,
北區,臺中市北區文祥街１３１號２樓,二層,公寓(5樓含以下無電梯),住家用,4,1,2,有,7800,,租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；租賃建物部分範圍，且未計入共有部分面積；,分租雅房,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路
北區,臺中市北區進化北路３１７號等公共設施 B２-１９,,其他,,0,0,0,無,3500,坡道平面,其他車位清潔費；續租案件；,,,,
北區,臺中市北區篤行路３５８之１巷１８號２樓,二層,華廈(10層含以下有電梯),住家用,1,0,1,有,11275,,此為住都中心社會住宅包租代管計畫物件管理費725元由出租人負擔多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區德化街２８７號４樓之３,四層,華廈(10層含以下有電梯),住家用,2,1,1,有,15000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區文心路四段５０６號２０樓之９,二十層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,31000,,租金總額含管理費；其他所得稅、二代健保費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區遼寧路一段５１巷５６號７樓,七層,華廈(10層含以下有電梯),住家用,2,1,1,有,17000,,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區崇德三路１１６號３樓,三層,華廈(10層含以下有電梯),住家用,3,2,2,有,22000,坡道平面,車位面積無法分算多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區軍福十三路４８號,全,透天厝,住宅、停車空間、店舖、樓梯間,4,2,5,無,15000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、冰箱、瓦斯或天然氣
北區,臺中市北區漢口路四段６２號１２樓之１２,十二層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,8000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區忠太東路１１９號３樓之１５,三層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,5300,,社會住宅包租代管公會版4期924-1續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區進化北路３１７號８樓之７,八層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,15500,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區梅川東路四段１０５號４樓之１０,四層,住宅大樓(11層含以上有電梯),商業用,1,1,1,有,14000,,多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區進化北路３１７號１７樓之１８,十七層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,14500,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區青海路二段２４０之１號十二樓之６,十二層,住宅大樓(11層含以上有電梯),商業用,1,0,1,有,7500,,社會住宅包租代管公會版41期,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南屯區,臺中市南屯區忠勇路２３-２５號５樓,五層,華廈(10層含以下有電梯),住家用,35,0,35,有,5500,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
西屯區,臺中市西屯區臺灣大道四段１１５８號九樓之８,九層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,31500,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區保安十街１５０號四樓之１,四層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,11500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區逢甲路２２５巷４２號八樓之２,八層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,19000,,未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
西屯區,臺中市西屯區福聯街１５巷９號七樓之２,七層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,5500,,社會住宅包租代管公會版41期30續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區西屯路二段２４７號六樓之９,六層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,16000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區工業區一路２８巷５號四樓,四層,公寓(5樓含以下無電梯),住家用,3,2,2,有,18500,,此為台中市政府社會住宅包租代管計畫。續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、瓦斯或天然氣
后里區,臺中市后里區三豐路四段１５８號,一層,店面(店鋪),汽車商場,1,1,2,無,24000,,租賃1樓使用範圍包含增建.未保存建物.騎樓及防火巷含增建或未登記建物；,,無,無,冷氣、熱水器
后里區,臺中市后里區三豐路四段１５８號,全,透天厝,汽車商場,1,1,2,無,19000,,,分層出租,無,無,
潭子區,臺中市潭子區中山路三段５５９號,全,透天厝,住家用,4,2,2,無,24000,,,整棟(戶)出租,無,無,
潭子區,臺中市潭子區中山路一段１５巷１３號十一樓,十一層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,21000,,,整棟(戶)出租,有,有,冷氣、熱水器、冰箱
潭子區,臺中市潭子區大新路８３號八樓,八層,華廈(10層含以下有電梯),住家用,3,2,2,有,15000,,社會住宅包租代管公會版41期911,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
潭子區,臺中市潭子區大富路一段７３之１１號,全,透天厝,住宅、梯間,4,2,3,有,25000,,,整棟(戶)出租,無,無,冷氣、熱水器
霧峰區,臺中市霧峰區民生路１６６號二樓之１,二層,華廈(10層含以下有電梯),集合住宅,4,1,2,有,15000,,,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
烏日區,臺中市烏日區興祥街１９１巷２１號十樓,十層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,17500,,此為住都中心社會住宅包租代管計畫物件,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
大里區,臺中市大里區大明路４９８號二樓,二層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,26921,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
烏日區,臺中市烏日區健行路８００號１２樓之１,十二層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,20000,坡道平面,含B1層機車位一個。多人共同承租2；,整棟(戶)出租,有,有,熱水器、瓦斯或天然氣
大里區,臺中市大里區中湖路１５０巷１５號七樓,七層,華廈(10層含以下有電梯),集合住宅,4,2,2,有,24800,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
太平區,臺中市太平區永平南路４５號四樓之７,四層,華廈(10層含以下有電梯),辦公室,1,0,1,有,4200,,含增建或未登記建物；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱、網路
龍井區,臺中市龍井區新興路２５巷４弄１號之３,三層,公寓(5樓含以下無電梯),住家用,3,2,2,有,15000,,社會住宅包租代管公會版41期910多人共同承租3；,整棟(戶)出租,無,無,冷氣、熱水器、冰箱、瓦斯或天然氣
